ACCIDENT_DATE,SEVERITY,Accident Count
2014-06-09,Other injury accident,26
2014-06-09,Serious injury accident,11
2014-06-10,Fatal accident,1
2014-06-10,Other injury accident,27
2014-06-10,Serious injury accident,9
2014-06-11,Other injury accident,29
2014-06-11,Serious injury accident,17
2014-06-12,Other injury accident,26
2014-06-12,Serious injury accident,11
2014-06-13,Other injury accident,34
2014-06-13,Serious injury accident,14
2014-06-14,Other injury accident,20
2014-06-14,Serious injury accident,11
2014-06-15,Fatal accident,1
2014-06-15,Other injury accident,15
2014-06-15,Serious injury accident,12
2014-06-16,Other injury accident,22
2014-06-16,Serious injury accident,13
2014-06-17,Fatal accident,1
2014-06-17,Other injury accident,22
2014-06-17,Serious injury accident,9
2014-06-18,Other injury accident,25
2014-06-18,Serious injury accident,14
2014-06-19,Fatal accident,1
2014-06-19,Other injury accident,25
2014-06-19,Serious injury accident,13
2014-06-20,Other injury accident,28
2014-06-20,Serious injury accident,8
2014-06-21,Other injury accident,30
2014-06-21,Serious injury accident,13
2014-06-22,Fatal accident,1
2014-06-22,Other injury accident,25
2014-06-22,Serious injury accident,11
2014-06-23,Other injury accident,37
2014-06-23,Serious injury accident,7
2014-06-24,Other injury accident,26
2014-06-24,Serious injury accident,9
2014-06-25,Fatal accident,1
2014-06-25,Other injury accident,40
2014-06-25,Serious injury accident,11
2014-06-26,Fatal accident,2
2014-06-26,Other injury accident,20
2014-06-26,Serious injury accident,15
2014-06-27,Fatal accident,1
2014-06-27,Other injury accident,29
2014-06-27,Serious injury accident,17
2014-06-28,Fatal accident,1
2014-06-28,Other injury accident,16
2014-06-28,Serious injury accident,12
2014-06-29,Other injury accident,27
2014-06-29,Serious injury accident,10
2014-06-30,Fatal accident,1
2014-06-30,Other injury accident,24
2014-06-30,Serious injury accident,14
2014-07-01,Fatal accident,1
2014-07-01,Other injury accident,19
2014-07-01,Serious injury accident,3
2014-07-02,Fatal accident,1
2014-07-02,Other injury accident,31
2014-07-02,Serious injury accident,5
2014-07-03,Other injury accident,29
2014-07-03,Serious injury accident,16
2014-07-04,Fatal accident,1
2014-07-04,Other injury accident,19
2014-07-04,Serious injury accident,17
2014-07-05,Fatal accident,2
2014-07-05,Other injury accident,22
2014-07-05,Serious injury accident,11
2014-07-06,Other injury accident,16
2014-07-06,Serious injury accident,13
2014-07-07,Fatal accident,1
2014-07-07,Other injury accident,17
2014-07-07,Serious injury accident,5
2014-07-08,Other injury accident,25
2014-07-08,Serious injury accident,9
2014-07-09,Fatal accident,3
2014-07-09,Other injury accident,25
2014-07-09,Serious injury accident,15
2014-07-10,Fatal accident,2
2014-07-10,Other injury accident,27
2014-07-10,Serious injury accident,10
2014-07-11,Other injury accident,33
2014-07-11,Serious injury accident,15
2014-07-12,Fatal accident,1
2014-07-12,Other injury accident,22
2014-07-12,Serious injury accident,15
2014-07-13,Other injury accident,16
2014-07-13,Serious injury accident,9
2014-07-14,Other injury accident,15
2014-07-14,Serious injury accident,9
2014-07-15,Other injury accident,18
2014-07-15,Serious injury accident,7
2014-07-16,Other injury accident,39
2014-07-16,Serious injury accident,16
2014-07-17,Fatal accident,1
2014-07-17,Other injury accident,29
2014-07-17,Serious injury accident,10
2014-07-18,Fatal accident,1
2014-07-18,Other injury accident,27
2014-07-18,Serious injury accident,10
2014-07-19,Fatal accident,1
2014-07-19,Other injury accident,30
2014-07-19,Serious injury accident,9
2014-07-20,Other injury accident,22
2014-07-20,Serious injury accident,8
2014-07-21,Other injury accident,18
2014-07-21,Serious injury accident,9
2014-07-22,Other injury accident,33
2014-07-22,Serious injury accident,13
2014-07-23,Fatal accident,1
2014-07-23,Other injury accident,20
2014-07-23,Serious injury accident,3
2014-07-24,Fatal accident,1
2014-07-24,Other injury accident,30
2014-07-24,Serious injury accident,7
2014-07-25,Other injury accident,33
2014-07-25,Serious injury accident,10
2014-07-26,Other injury accident,32
2014-07-26,Serious injury accident,15
2014-07-27,Other injury accident,25
2014-07-27,Serious injury accident,14
2014-07-28,Other injury accident,26
2014-07-28,Serious injury accident,17
2014-07-29,Fatal accident,1
2014-07-29,Other injury accident,20
2014-07-29,Serious injury accident,10
2014-07-30,Other injury accident,21
2014-07-30,Serious injury accident,6
2014-07-31,Fatal accident,2
2014-07-31,Other injury accident,24
2014-07-31,Serious injury accident,12
2014-08-01,Fatal accident,1
2014-08-01,Other injury accident,33
2014-08-01,Serious injury accident,9
2014-08-02,Other injury accident,22
2014-08-02,Serious injury accident,19
2014-08-03,Other injury accident,20
2014-08-03,Serious injury accident,10
2014-08-04,Other injury accident,24
2014-08-04,Serious injury accident,5
2014-08-05,Fatal accident,1
2014-08-05,Other injury accident,23
2014-08-05,Serious injury accident,15
2014-08-06,Other injury accident,27
2014-08-06,Serious injury accident,7
2014-08-07,Fatal accident,1
2014-08-07,Other injury accident,26
2014-08-07,Serious injury accident,13
2014-08-08,Other injury accident,27
2014-08-08,Serious injury accident,12
2014-08-09,Other injury accident,21
2014-08-09,Serious injury accident,14
2014-08-10,Fatal accident,1
2014-08-10,Other injury accident,31
2014-08-10,Serious injury accident,7
2014-08-11,Other injury accident,24
2014-08-11,Serious injury accident,8
2014-08-12,Other injury accident,31
2014-08-12,Serious injury accident,6
2014-08-13,Fatal accident,2
2014-08-13,Other injury accident,27
2014-08-13,Serious injury accident,8
2014-08-14,Other injury accident,22
2014-08-14,Serious injury accident,12
2014-08-15,Fatal accident,3
2014-08-15,Other injury accident,35
2014-08-15,Serious injury accident,16
2014-08-16,Other injury accident,25
2014-08-16,Serious injury accident,13
2014-08-17,Other injury accident,13
2014-08-17,Serious injury accident,9
2014-08-18,Other injury accident,26
2014-08-18,Serious injury accident,11
2014-08-19,Other injury accident,19
2014-08-19,Serious injury accident,9
2014-08-20,Fatal accident,2
2014-08-20,Other injury accident,16
2014-08-20,Serious injury accident,12
2014-08-21,Other injury accident,24
2014-08-21,Serious injury accident,9
2014-08-22,Other injury accident,29
2014-08-22,Serious injury accident,10
2014-08-23,Fatal accident,1
2014-08-23,Other injury accident,25
2014-08-23,Serious injury accident,17
2014-08-24,Fatal accident,1
2014-08-24,Other injury accident,26
2014-08-24,Serious injury accident,12
2014-08-25,Other injury accident,29
2014-08-25,Serious injury accident,13
2014-08-26,Other injury accident,27
2014-08-26,Serious injury accident,13
2014-08-27,Fatal accident,1
2014-08-27,Other injury accident,34
2014-08-27,Serious injury accident,13
2014-08-28,Other injury accident,31
2014-08-28,Serious injury accident,11
2014-08-29,Other injury accident,26
2014-08-29,Serious injury accident,10
2014-08-30,Fatal accident,1
2014-08-30,Other injury accident,33
2014-08-30,Serious injury accident,19
2014-08-31,Fatal accident,3
2014-08-31,Other injury accident,19
2014-08-31,Serious injury accident,12
2014-09-01,Fatal accident,1
2014-09-01,Other injury accident,24
2014-09-01,Serious injury accident,12
2014-09-02,Other injury accident,29
2014-09-02,Serious injury accident,9
2014-09-03,Fatal accident,1
2014-09-03,Other injury accident,24
2014-09-03,Serious injury accident,11
2014-09-04,Other injury accident,32
2014-09-04,Serious injury accident,11
2014-09-05,Fatal accident,1
2014-09-05,Other injury accident,37
2014-09-05,Serious injury accident,15
2014-09-06,Other injury accident,23
2014-09-06,Serious injury accident,13
2014-09-07,Fatal accident,1
2014-09-07,Other injury accident,23
2014-09-07,Serious injury accident,9
2014-09-08,Fatal accident,3
2014-09-08,Other injury accident,18
2014-09-08,Serious injury accident,5
2014-09-09,Other injury accident,28
2014-09-09,Serious injury accident,9
2014-09-10,Other injury accident,30
2014-09-10,Serious injury accident,6
2014-09-11,Fatal accident,2
2014-09-11,Other injury accident,28
2014-09-11,Serious injury accident,4
2014-09-12,Fatal accident,1
2014-09-12,Other injury accident,32
2014-09-12,Serious injury accident,12
2014-09-13,Other injury accident,26
2014-09-13,Serious injury accident,9
2014-09-14,Other injury accident,26
2014-09-14,Serious injury accident,12
2014-09-15,Other injury accident,27
2014-09-15,Serious injury accident,11
2014-09-16,Other injury accident,22
2014-09-16,Serious injury accident,9
2014-09-17,Other injury accident,20
2014-09-17,Serious injury accident,9
2014-09-18,Fatal accident,3
2014-09-18,Other injury accident,33
2014-09-18,Serious injury accident,14
2014-09-19,Other injury accident,19
2014-09-19,Serious injury accident,10
2014-09-20,Other injury accident,26
2014-09-20,Serious injury accident,16
2014-09-21,Fatal accident,1
2014-09-21,Other injury accident,19
2014-09-21,Serious injury accident,14
2014-09-22,Fatal accident,1
2014-09-22,Other injury accident,12
2014-09-22,Serious injury accident,7
2014-09-23,Fatal accident,1
2014-09-23,Other injury accident,26
2014-09-23,Serious injury accident,14
2014-09-24,Other injury accident,33
2014-09-24,Serious injury accident,14
2014-09-25,Other injury accident,21
2014-09-25,Serious injury accident,12
2014-09-26,Other injury accident,19
2014-09-26,Serious injury accident,11
2014-09-27,Other injury accident,27
2014-09-27,Serious injury accident,12
2014-09-28,Fatal accident,1
2014-09-28,Other injury accident,18
2014-09-28,Serious injury accident,10
2014-09-29,Other injury accident,20
2014-09-29,Serious injury accident,10
2014-09-30,Fatal accident,2
2014-09-30,Other injury accident,16
2014-09-30,Serious injury accident,13
2014-10-01,Other injury accident,31
2014-10-01,Serious injury accident,9
2014-10-02,Fatal accident,1
2014-10-02,Other injury accident,29
2014-10-02,Serious injury accident,9
2014-10-03,Other injury accident,16
2014-10-03,Serious injury accident,13
2014-10-04,Fatal accident,1
2014-10-04,Other injury accident,28
2014-10-04,Serious injury accident,21
2014-10-05,Other injury accident,22
2014-10-05,Serious injury accident,20
2014-10-06,Other injury accident,18
2014-10-06,Serious injury accident,12
2014-10-07,Fatal accident,1
2014-10-07,Other injury accident,24
2014-10-07,Serious injury accident,14
2014-10-08,Fatal accident,1
2014-10-08,Other injury accident,31
2014-10-08,Serious injury accident,5
2014-10-09,Fatal accident,2
2014-10-09,Other injury accident,32
2014-10-09,Serious injury accident,15
2014-10-10,Fatal accident,1
2014-10-10,Other injury accident,22
2014-10-10,Serious injury accident,12
2014-10-11,Fatal accident,1
2014-10-11,Other injury accident,28
2014-10-11,Serious injury accident,17
2014-10-12,Fatal accident,2
2014-10-12,Other injury accident,25
2014-10-12,Serious injury accident,12
2014-10-13,Other injury accident,17
2014-10-13,Serious injury accident,10
2014-10-14,Other injury accident,17
2014-10-14,Serious injury accident,6
2014-10-15,Other injury accident,25
2014-10-15,Serious injury accident,15
2014-10-16,Other injury accident,27
2014-10-16,Serious injury accident,10
2014-10-17,Other injury accident,30
2014-10-17,Serious injury accident,13
2014-10-18,Other injury accident,24
2014-10-18,Serious injury accident,20
2014-10-19,Other injury accident,23
2014-10-19,Serious injury accident,17
2014-10-20,Other injury accident,44
2014-10-20,Serious injury accident,12
2014-10-21,Other injury accident,31
2014-10-21,Serious injury accident,17
2014-10-22,Fatal accident,1
2014-10-22,Other injury accident,40
2014-10-22,Serious injury accident,5
2014-10-23,Fatal accident,1
2014-10-23,Other injury accident,24
2014-10-23,Serious injury accident,15
2014-10-24,Fatal accident,1
2014-10-24,Other injury accident,34
2014-10-24,Serious injury accident,10
2014-10-25,Other injury accident,37
2014-10-25,Serious injury accident,21
2014-10-26,Fatal accident,5
2014-10-26,Other injury accident,23
2014-10-26,Serious injury accident,17
2014-10-27,Other injury accident,31
2014-10-27,Serious injury accident,8
2014-10-28,Other injury accident,26
2014-10-28,Serious injury accident,22
2014-10-29,Other injury accident,26
2014-10-29,Serious injury accident,10
2014-10-30,Fatal accident,1
2014-10-30,Other injury accident,26
2014-10-30,Serious injury accident,9
2014-10-31,Other injury accident,37
2014-10-31,Serious injury accident,14
2014-11-01,Fatal accident,1
2014-11-01,Other injury accident,20
2014-11-01,Serious injury accident,17
2014-11-02,Other injury accident,17
2014-11-02,Serious injury accident,15
2014-11-03,Other injury accident,19
2014-11-03,Serious injury accident,22
2014-11-04,Other injury accident,16
2014-11-04,Serious injury accident,20
2014-11-05,Other injury accident,25
2014-11-05,Serious injury accident,9
2014-11-06,Other injury accident,32
2014-11-06,Serious injury accident,11
2014-11-07,Fatal accident,1
2014-11-07,Other injury accident,29
2014-11-07,Serious injury accident,13
2014-11-08,Fatal accident,2
2014-11-08,Other injury accident,20
2014-11-08,Serious injury accident,11
2014-11-09,Other injury accident,24
2014-11-09,Serious injury accident,16
2014-11-10,Fatal accident,2
2014-11-10,Other injury accident,33
2014-11-10,Serious injury accident,11
2014-11-11,Fatal accident,2
2014-11-11,Other injury accident,37
2014-11-11,Serious injury accident,11
2014-11-12,Fatal accident,2
2014-11-12,Other injury accident,29
2014-11-12,Serious injury accident,13
2014-11-13,Fatal accident,1
2014-11-13,Other injury accident,33
2014-11-13,Serious injury accident,11
2014-11-14,Other injury accident,27
2014-11-14,Serious injury accident,17
2014-11-15,Other injury accident,27
2014-11-15,Serious injury accident,12
2014-11-16,Fatal accident,1
2014-11-16,Other injury accident,25
2014-11-16,Serious injury accident,12
